"IDMEDIDA","NODO","TEMPERATURA","HUMEDAD RELATIVA","HUMEDAD DE LA TIERRA","NIVEL UV","INTENSIDAD LUMÍNICA","TIME"
"425","5","29","48","67.75","0","5788","2018-05-09 13:43:00"
"426","2","29","18","61.33","0","5835","2018-05-09 13:43:00"
"427","5","29","48","67.91","0","5788","2018-05-09 13:44:00"
"428","2","29","18","61.16","0","5835","2018-05-09 13:44:00"
"429","5","29","48","67.91","0","5788","2018-05-09 13:45:00"
"430","2","29","18","61.16","0","5835","2018-05-09 13:45:00"
"431","5","29","49","68.23","0","5788","2018-05-09 13:46:00"
"432","2","29","18","61.16","0","5835","2018-05-09 13:46:00"
"433","5","29","50","68.39","0","5782","2018-05-09 13:47:00"
"434","2","29","18","61.16","0","5835","2018-05-09 13:47:00"
"435","5","29","50","68.55","0","5782","2018-05-09 13:48:00"
"436","2","29","18","61.16","0","5835","2018-05-09 13:48:00"
"437","5","28","51","68.55","0","5782","2018-05-09 13:49:00"
"438","2","29","18","61.16","0","5829","2018-05-09 13:49:00"
"439","5","28","51","68.55","0","5777","2018-05-09 13:50:00"
"440","2","29","18","61","0","5829","2018-05-09 13:50:00"
"441","5","28","52","68.23","0","5777","2018-05-09 13:51:00"
"442","2","29","18","61","0","5829","2018-05-09 13:51:00"
"443","5","28","52","68.07","0","5777","2018-05-09 13:52:00"
"444","2","28","19","61","0","5829","2018-05-09 13:52:00"
"445","5","28","52","68.23","0","5777","2018-05-09 13:53:00"
"446","2","28","19","61","0","5829","2018-05-09 13:53:00"
"447","5","28","52","68.23","0","5771","2018-05-09 13:54:00"
"448","2","28","19","61","0","5829","2018-05-09 13:54:00"
"449","5","28","52","68.23","0","5771","2018-05-09 13:55:00"
"450","2","28","19","61.16","0","5835","2018-05-09 13:55:00"
"451","5","28","52","68.07","0","5777","2018-05-09 13:56:00"
"452","2","28","19","61","0","5835","2018-05-09 13:56:00"
"453","5","28","52","68.07","0","5777","2018-05-09 13:57:00"
"454","2","28","19","61","0","5841","2018-05-09 13:57:00"
"455","5","28","52","68.23","0","5777","2018-05-09 13:58:00"
"456","2","28","19","61","0","5841","2018-05-09 13:58:00"
"457","5","28","52","68.55","0","5777","2018-05-09 13:59:00"
"458","2","28","19","60.84","0","5841","2018-05-09 13:59:00"
"459","5","28","52","68.39","0","5777","2018-05-09 14:00:00"
"460","2","28","19","61","0","5847","2018-05-09 14:00:00"
"461","5","28","52","68.23","0","5777","2018-05-09 14:01:00"
"462","2","28","19","60.84","0","5847","2018-05-09 14:01:00"
"463","5","28","53","68.39","0","5777","2018-05-09 14:02:00"
"464","2","28","19","60.84","0","5847","2018-05-09 14:02:00"
"465","5","28","53","68.39","0","5777","2018-05-09 14:03:00"
"466","2","28","19","60.04","0","5847","2018-05-09 14:03:00"
"467","5","28","53","68.55","0","5777","2018-05-09 14:04:00"
"468","2","29","18","59.88","0","5835","2018-05-09 14:04:00"
"469","5","28","53","68.39","0","5777","2018-05-09 14:05:00"
"470","2","28","19","59.72","0","5829","2018-05-09 14:05:00"
"471","5","28","53","68.55","0","5771","2018-05-09 14:06:00"
"472","2","28","19","61","0","5829","2018-05-09 14:06:00"
"473","5","28","53","68.71","0","5771","2018-05-09 14:07:00"
"474","2","28","19","61","0","5829","2018-05-09 14:07:00"
"475","5","28","53","68.87","0","5771","2018-05-09 14:08:00"
"476","2","28","19","60.84","0","5824","2018-05-09 14:08:00"
"477","5","28","54","68.87","0","5771","2018-05-09 14:09:00"
"478","2","28","19","61","0","5824","2018-05-09 14:09:00"
"479","5","28","54","68.87","0","5771","2018-05-09 14:10:00"
"480","2","28","19","60.84","0","5829","2018-05-09 14:10:00"
"481","5","28","54","68.71","0","5771","2018-05-09 14:11:00"
"482","2","28","19","61","0","5829","2018-05-09 14:11:00"
"483","5","28","54","68.71","0","5777","2018-05-09 14:12:00"
"484","2","28","19","60.84","0","5829","2018-05-09 14:12:00"
"485","5","28","54","68.71","0","5782","2018-05-09 14:13:00"
"486","2","28","19","61","0","5829","2018-05-09 14:13:00"
"487","5","28","54","68.71","0","5777","2018-05-09 14:14:00"
"488","2","28","19","60.84","0","5829","2018-05-09 14:14:00"
"489","5","28","54","68.55","0","5771","2018-05-09 14:15:00"
"490","2","28","19","61","0","5824","2018-05-09 14:15:00"
"491","5","28","55","68.55","0","5771","2018-05-09 14:16:00"
"492","2","28","19","60.84","0","5824","2018-05-09 14:16:00"
"493","5","28","55","68.55","0","5771","2018-05-09 14:17:00"
"494","2","28","19","60.84","0","5818","2018-05-09 14:17:00"
"495","5","28","55","68.55","0","5765","2018-05-09 14:18:00"
"496","2","28","19","60.84","0","5818","2018-05-09 14:18:00"
"497","5","28","55","68.71","0","5765","2018-05-09 14:19:00"
"498","2","28","19","61.16","0","5818","2018-05-09 14:19:00"
"499","5","28","55","68.71","0","5765","2018-05-09 14:20:00"
"500","2","28","19","61.16","0","5818","2018-05-09 14:20:00"
"501","5","28","55","68.71","0","5765","2018-05-09 14:21:00"
"502","2","28","19","61","0","5818","2018-05-09 14:21:00"
"503","5","28","55","68.55","0","5765","2018-05-09 14:22:00"
"504","2","28","19","61","0","5818","2018-05-09 14:22:00"
"505","5","28","56","68.55","0","5771","2018-05-09 14:23:00"
"506","2","28","19","61","0","5818","2018-05-09 14:23:00"
"507","5","28","56","68.23","0","5771","2018-05-09 14:24:00"
"508","2","28","19","61","0","5824","2018-05-09 14:24:00"
"509","5","28","56","68.39","0","5771","2018-05-09 14:25:00"
"510","2","28","19","61","0","5824","2018-05-09 14:25:00"
"511","5","28","57","68.39","0","5771","2018-05-09 14:26:00"
"512","2","28","19","61","0","5824","2018-05-09 14:26:00"
"513","5","28","57","68.23","0","5771","2018-05-09 14:27:00"
"514","2","28","19","61.16","0","5818","2018-05-09 14:27:00"
"515","5","28","57","68.23","0","5765","2018-05-09 14:28:00"
"516","2","28","19","61","0","5818","2018-05-09 14:28:00"
"517","5","28","57","68.39","0","5765","2018-05-09 14:29:00"
"518","2","28","19","61","0","5818","2018-05-09 14:29:00"
"519","5","28","57","68.39","0","5765","2018-05-09 14:30:00"
"520","2","28","19","61","0","5818","2018-05-09 14:30:00"
"521","5","28","57","68.39","0","5771","2018-05-09 14:31:00"
"522","2","28","19","61","0","5818","2018-05-09 14:31:00"
"523","5","28","57","68.55","0","5765","2018-05-09 14:32:00"
"524","2","28","19","61.16","0","5812","2018-05-09 14:32:00"
"525","2","28","19","61","0","5812","2018-05-09 14:33:00"
"526","5","27","58","68.55","0","5759","2018-05-09 14:34:00"
"527","2","28","19","61","0","5812","2018-05-09 14:34:00"
"528","5","27","58","68.55","0","5759","2018-05-09 14:35:00"
"529","2","28","19","61","0","5812","2018-05-09 14:35:00"
"530","2","28","19","61","0","5812","2018-05-09 14:36:00"
"531","5","27","59","68.71","0","5753","2018-05-09 14:37:00"
"532","2","28","19","61.16","0","5812","2018-05-09 14:37:00"
"533","5","27","59","68.39","0","5753","2018-05-09 14:38:00"
"534","2","28","19","61.16","0","5812","2018-05-09 14:38:00"
"535","5","27","60","68.23","0","5753","2018-05-09 14:39:00"
"536","2","27","19","61.16","0","5818","2018-05-09 14:39:00"
"537","5","27","61","68.39","0","5753","2018-05-09 14:40:00"
"538","2","27","19","61.16","0","5818","2018-05-09 14:40:00"
"539","5","27","61","68.23","0","5753","2018-05-09 14:41:00"
"540","2","27","19","61.16","0","5818","2018-05-09 14:41:00"
"541","2","27","19","61.16","0","5818","2018-05-09 14:42:00"
"542","5","27","63","68.39","0","5759","2018-05-09 14:43:00"
"543","2","27","19","61.16","0","5824","2018-05-09 14:43:00"
"544","5","27","64","68.39","0","5765","2018-05-09 14:44:00"
"545","2","27","19","61.16","0","5824","2018-05-09 14:44:00"
"546","5","27","65","68.23","0","5771","2018-05-09 14:45:00"
"547","2","27","19","61.16","0","5824","2018-05-09 14:45:00"
"548","5","27","65","68.39","0","5771","2018-05-09 14:46:00"
"549","2","27","19","61.16","0","5829","2018-05-09 14:46:00"
"550","5","26","68","68.39","0","5771","2018-05-09 14:47:00"
"551","2","27","19","61.16","0","5829","2018-05-09 14:47:00"
"552","5","26","70","68.39","0","5777","2018-05-09 14:48:00"
"553","5","26","71","68.39","0","5777","2018-05-09 14:49:00"
"554","2","27","19","62.45","0","5829","2018-05-09 14:49:00"
"555","5","26","72","68.39","0","5782","2018-05-09 14:50:00"
"556","2","27","20","61.81","0","5818","2018-05-09 14:50:00"
"557","5","26","74","68.39","0","5782","2018-05-09 14:51:00"
"558","2","27","23","61.81","0","5818","2018-05-09 14:51:00"
"559","5","26","75","73.68","0","5782","2018-05-09 14:52:00"
"560","2","26","27","63.25","0","5806","2018-05-09 14:52:00"
"561","5","26","76","73.04","0","5788","2018-05-09 14:53:00"
"562","2","26","36","62.45","0","5800","2018-05-09 14:53:00"
"563","2","26","40","61.97","0","5794","2018-05-09 14:54:00"
"564","5","26","80","71.6","0","5794","2018-05-09 14:55:00"
"565","2","26","44","61.97","0","5788","2018-05-09 14:55:00"
"566","5","26","82","70.79","0","5794","2018-05-09 14:56:00"
"567","2","26","44","61.97","0","5782","2018-05-09 14:56:00"
"568","5","26","82","71.28","0","5794","2018-05-09 14:57:00"
"569","2","26","45","62.29","0","5782","2018-05-09 14:57:00"
"570","5","26","86","71.28","0","5800","2018-05-09 14:58:00"
"571","2","26","44","63.09","0","5782","2018-05-09 14:58:00"
"572","5","26","86","71.28","0","5800","2018-05-09 14:59:00"
"573","2","26","44","63.25","0","5788","2018-05-09 14:59:00"
"574","5","26","86","71.12","0","5800","2018-05-09 15:00:00"
"575","2","26","43","63.09","0","5794","2018-05-09 15:00:00"
"576","5","26","89","71.12","0","5806","2018-05-09 15:01:00"
"577","2","26","44","63.25","0","5800","2018-05-09 15:01:00"
"578","5","26","89","71.12","0","5806","2018-05-09 15:02:00"
"579","2","26","44","63.41","0","5800","2018-05-09 15:02:00"
"580","5","26","89","71.12","0","5806","2018-05-09 15:03:00"
"581","2","26","44","63.57","0","5812","2018-05-09 15:03:00"
"582","5","26","89","70.96","0","5812","2018-05-09 15:04:00"
"583","2","26","44","63.57","0","5818","2018-05-09 15:04:00"
"584","5","26","89","70.96","0","5818","2018-05-09 15:05:00"
"585","2","26","45","63.73","0","5818","2018-05-09 15:05:00"
"586","5","26","89","71.12","0","5812","2018-05-09 15:06:00"
"587","2","26","45","63.89","0","5824","2018-05-09 15:06:00"
"588","5","26","89","71.12","0","5812","2018-05-09 15:07:00"
"589","2","26","46","63.89","0","5824","2018-05-09 15:07:00"
"590","5","26","89","70.96","0","5812","2018-05-09 15:08:00"
"591","2","26","46","64.05","0","5829","2018-05-09 15:08:00"
"592","5","26","89","71.12","0","5818","2018-05-09 15:09:00"
"593","2","26","47","64.21","0","5829","2018-05-09 15:09:00"
"594","5","26","89","71.28","0","5824","2018-05-09 15:10:00"
"595","2","26","48","64.05","0","5818","2018-05-09 15:10:00"
"596","5","26","89","70.96","0","5818","2018-05-09 15:11:00"
"597","2","26","48","63.89","0","5818","2018-05-09 15:11:00"
"598","5","26","89","70.96","0","5818","2018-05-09 15:12:00"
"599","2","26","48","63.89","0","5818","2018-05-09 15:12:00"
"600","5","26","89","70.96","0","5824","2018-05-09 15:13:00"
"601","2","26","49","63.73","0","5818","2018-05-09 15:13:00"
"602","5","26","89","70.79","0","5818","2018-05-09 15:14:00"
"603","2","26","48","63.89","0","5812","2018-05-09 15:14:00"
"604","5","26","89","70.79","0","5818","2018-05-09 15:15:00"
"605","2","26","49","64.05","0","5818","2018-05-09 15:15:00"
"606","5","26","90","70.79","0","5818","2018-05-09 15:16:00"
"607","2","26","48","63.57","0","5824","2018-05-09 15:16:00"
"608","5","26","90","70.63","0","5818","2018-05-09 15:17:00"
"609","2","26","48","63.73","0","5829","2018-05-09 15:17:00"
"610","5","26","92","70.63","0","5824","2018-05-09 15:18:00"
"611","2","26","48","63.89","0","5829","2018-05-09 15:18:00"
"612","5","26","92","70.47","0","5829","2018-05-09 15:19:00"
"613","2","26","48","63.89","0","5829","2018-05-09 15:19:00"
"614","5","26","92","70.47","0","5835","2018-05-09 15:20:00"
"615","2","26","48","64.37","0","5829","2018-05-09 15:20:00"
"616","5","26","92","70.63","0","5835","2018-05-09 15:21:00"
"617","2","26","48","64.54","0","5829","2018-05-09 15:21:00"
"618","5","26","92","70.79","0","5829","2018-05-09 15:22:00"
"619","2","26","48","64.54","0","5835","2018-05-09 15:22:00"
"620","5","26","92","70.79","0","5824","2018-05-09 15:23:00"
"621","2","26","47","64.7","0","5841","2018-05-09 15:23:00"
"622","5","26","92","70.79","0","5824","2018-05-09 15:24:00"
"623","2","26","47","64.54","0","5841","2018-05-09 15:24:00"
"624","5","26","92","70.47","0","5835","2018-05-09 15:25:00"
"625","2","26","47","65.02","0","5847","2018-05-09 15:25:00"
"626","5","26","92","70.47","0","5835","2018-05-09 15:26:00"
"627","2","26","47","64.7","0","5853","2018-05-09 15:26:00"
"628","5","26","92","70.47","0","5829","2018-05-09 15:27:00"
"629","2","26","47","64.7","0","5853","2018-05-09 15:27:00"
"630","5","26","92","70.47","0","5824","2018-05-09 15:28:00"
"631","2","27","46","64.7","0","5853","2018-05-09 15:28:00"
"632","5","26","92","70.63","0","5824","2018-05-09 15:29:00"
"633","2","27","46","64.54","0","5853","2018-05-09 15:29:00"
"634","5","26","92","70.47","0","5829","2018-05-09 15:30:00"
"635","2","27","46","64.54","0","5865","2018-05-09 15:30:00"
"636","5","26","92","70.63","0","5835","2018-05-09 15:31:00"
"637","2","27","46","64.54","0","5870","2018-05-09 15:31:00"
"638","5","26","92","70.63","0","5829","2018-05-09 15:32:00"
"639","2","27","44","64.7","0","5865","2018-05-09 15:32:00"
"640","5","26","92","70.63","0","5829","2018-05-09 15:33:00"
"641","2","27","44","64.54","0","5865","2018-05-09 15:33:00"
"642","5","26","92","70.63","0","5829","2018-05-09 15:34:00"
"643","2","27","44","64.54","0","5865","2018-05-09 15:34:00"
"644","5","26","92","70.63","0","5824","2018-05-09 15:35:00"
"645","2","28","44","64.54","0","5859","2018-05-09 15:35:00"
"646","5","26","92","70.79","0","5812","2018-05-09 15:36:00"
"647","2","28","44","64.7","0","5847","2018-05-09 15:36:00"
"648","5","26","92","70.63","0","5812","2018-05-09 15:37:00"
"649","2","28","44","64.37","0","5841","2018-05-09 15:37:00"
"650","5","26","92","70.63","0","5812","2018-05-09 15:38:00"
"651","2","27","42","64.54","0","5841","2018-05-09 15:38:00"
"652","5","26","92","70.47","0","5806","2018-05-09 15:39:00"
"653","2","27","42","64.37","0","5835","2018-05-09 15:39:00"
"654","5","26","92","70.47","0","5806","2018-05-09 15:40:00"
"655","2","27","43","64.37","0","5829","2018-05-09 15:40:00"
"656","5","26","92","70.47","0","5800","2018-05-09 15:41:00"
"657","2","27","43","64.37","0","5835","2018-05-09 15:41:00"
"658","5","26","92","70.31","0","5800","2018-05-09 15:42:00"
"659","2","27","44","64.37","0","5829","2018-05-09 15:42:00"
"660","5","26","92","70.31","0","5794","2018-05-09 15:43:00"
"661","2","27","44","64.37","0","5829","2018-05-09 15:43:00"
"662","5","26","92","70.15","0","5794","2018-05-09 15:44:00"
"663","2","27","44","64.37","0","5829","2018-05-09 15:44:00"
"664","5","26","92","69.99","0","5794","2018-05-09 15:45:00"
"665","2","27","44","64.37","0","5829","2018-05-09 15:45:00"
"666","5","26","90","70.31","0","5794","2018-05-09 15:46:00"
"667","2","27","44","64.37","0","5829","2018-05-09 15:46:00"
"668","5","26","90","70.47","0","5794","2018-05-09 15:47:00"
"669","2","27","44","64.37","0","5829","2018-05-09 15:47:00"
"670","5","26","92","70.31","0","5782","2018-05-09 15:48:00"
"671","2","27","43","64.54","0","5818","2018-05-09 15:48:00"
"672","5","26","92","70.31","0","5782","2018-05-09 15:49:00"
"673","2","27","42","64.37","0","5759","2018-05-09 15:49:00"
"674","5","26","92","70.15","0","5782","2018-05-09 15:50:00"
"675","2","27","43","64.37","0","5818","2018-05-09 15:50:00"
"676","5","26","92","70.15","0","5782","2018-05-09 15:51:00"
"677","2","27","43","64.37","0","5812","2018-05-09 15:51:00"
"678","5","26","92","70.15","0","5777","2018-05-09 15:52:00"
"679","2","26","44","64.37","0","5812","2018-05-09 15:52:00"
"680","5","26","92","69.99","0","5782","2018-05-09 15:53:00"
"681","2","27","44","64.37","0","5812","2018-05-09 15:53:00"
"682","5","26","92","70.15","0","5782","2018-05-09 15:54:00"
"683","2","27","44","64.37","0","5818","2018-05-09 15:54:00"
"684","5","26","92","69.99","0","5782","2018-05-09 15:55:00"
"685","2","26","44","64.37","0","5818","2018-05-09 15:55:00"
"686","5","26","92","70.15","0","5788","2018-05-09 15:56:00"
"687","2","26","44","64.54","0","5818","2018-05-09 15:56:00"
"688","5","26","92","70.15","0","5794","2018-05-09 15:57:00"
"689","2","26","44","64.54","0","5818","2018-05-09 15:57:00"
"690","5","26","92","69.83","0","5806","2018-05-09 15:58:00"
"691","2","26","44","64.37","0","5812","2018-05-09 15:58:00"
"692","5","26","92","69.83","0","5806","2018-05-09 15:59:00"
"693","2","26","44","64.37","0","5812","2018-05-09 15:59:00"
"694","5","26","92","69.99","0","5777","2018-05-09 16:00:00"
"695","2","26","44","64.37","0","5800","2018-05-09 16:00:00"
"696","5","26","92","69.99","0","5765","2018-05-09 16:01:00"
"697","2","26","43","64.7","0","5800","2018-05-09 16:01:00"
"698","5","26","92","69.83","0","5771","2018-05-09 16:02:00"
"699","2","26","43","64.54","0","5800","2018-05-09 16:02:00"
"700","5","26","92","69.99","0","5782","2018-05-09 16:03:00"
"701","2","26","43","64.37","0","5794","2018-05-09 16:03:00"
"702","5","26","92","69.83","0","5777","2018-05-09 16:04:00"
"703","2","26","44","64.37","0","5794","2018-05-09 16:04:00"
"704","5","26","92","69.83","0","5759","2018-05-09 16:05:00"
"705","2","26","43","64.37","0","5788","2018-05-09 16:05:00"
"706","5","26","92","69.83","0","5759","2018-05-09 16:06:00"
"707","2","26","44","64.54","0","5788","2018-05-09 16:06:00"
"708","5","26","92","69.99","0","5747","2018-05-09 16:07:00"
"709","2","26","43","64.37","0","5788","2018-05-09 16:07:00"
"710","5","26","92","69.83","0","5741","2018-05-09 16:08:00"
"711","2","26","44","64.37","0","5782","2018-05-09 16:08:00"
"712","5","26","92","69.83","0","5741","2018-05-09 16:09:00"
"713","2","26","44","64.54","0","5782","2018-05-09 16:09:00"
"714","5","26","92","69.83","0","5741","2018-05-09 16:10:00"
"715","2","26","44","64.54","0","5782","2018-05-09 16:10:00"
"716","5","26","92","69.83","0","5741","2018-05-09 16:11:00"
"717","2","26","44","64.54","0","5782","2018-05-09 16:11:00"
"718","5","26","92","69.83","0","5736","2018-05-09 16:12:00"
"719","2","26","44","64.37","0","5777","2018-05-09 16:12:00"
"720","5","26","92","69.99","0","5741","2018-05-09 16:13:00"
"721","2","26","44","64.37","0","5777","2018-05-09 16:13:00"
"722","5","26","92","70.15","0","5736","2018-05-09 16:14:00"
"723","2","26","44","64.37","0","5777","2018-05-09 16:14:00"
"724","5","26","92","69.83","0","5736","2018-05-09 16:15:00"
"725","2","26","45","64.54","0","5777","2018-05-09 16:15:00"
"726","5","26","92","69.83","0","5730","2018-05-09 16:16:00"
"727","2","26","45","64.21","0","5730","2018-05-09 16:16:00"
"728","5","26","92","69.67","0","5730","2018-05-09 16:17:00"
"729","2","26","45","64.37","0","5771","2018-05-09 16:17:00"
"730","5","26","92","69.67","0","5718","2018-05-09 16:18:00"
"731","2","26","45","64.37","0","5771","2018-05-09 16:18:00"
"732","5","25","92","69.99","0","5706","2018-05-09 16:19:00"
"733","2","26","45","64.21","0","5765","2018-05-09 16:19:00"
"734","5","25","92","69.83","0","5695","2018-05-09 16:20:00"
"735","2","26","45","64.37","0","5765","2018-05-09 16:20:00"
"736","5","25","92","69.67","0","5689","2018-05-09 16:21:00"
"737","2","26","46","64.37","0","5759","2018-05-09 16:21:00"
"738","5","25","92","69.83","0","5683","2018-05-09 16:22:00"
"739","2","26","46","64.37","0","5759","2018-05-09 16:22:00"
"740","5","25","92","69.51","0","5677","2018-05-09 16:23:00"
